,pianist,track,duration,album,composition,setting,split
160,Keith Jarrett,pijama/jarrettk-pt-unaccompanied-xxxx-e946sx1w,482.5,Keith Jarrett (Paris  London Testament),pt,solo,train
161,Chick Corea,pijama/coreac-bagatelle1-unaccompanied-xxxx-a4byikwr,45.875,Chick Corea (Solo Piano   Portraits),bagatelle,solo,train
162,Abdullah Ibrahim,pijama/ibrahima-oceantheriver-unaccompanied-xxxx-rw7kc1or,83.25,Abdullah Ibrahim (Senzo),ocean the river,solo,train
163,Teddy Wilson,pijama/wilsont-afternoonblues-unaccompanied-xxxx-q7ucr9rw,154.76953125,Teddy Wilson (Solo Piano  The Keystone Transriptions),afternoon blues,solo,train
164,Thelonious Monk,pijama/monkt-darnthatdream-unaccompanied-xxxx-2tqb55cb,217.71354166666666,Thelonious Monk (Solo Monk),darn that dream,solo,train
165,Hank Jones,pijama/jonesh-youfeetstoobiginstrumental-unaccompanied-xxxx-pf54rqiz,135.50390625,Hank Jones (Handful Of Keys),you feets too big,solo,train
166,Abdullah Ibrahim,pijama/ibrahima-aspen-unaccompanied-xxxx-uj2618bu,93.51953125,Abdullah Ibrahim (Dream Time),aspen,solo,train
167,Keith Jarrett,pijama/jarrettk-pt-unaccompanied-xxxx-m6it6rfv,797.5,Keith Jarrett (Paris  London Testament),pt,solo,train
168,Abdullah Ibrahim,pijama/ibrahima-whatreallyhappenedinthecornfields-unaccompanied-xxxx-x0bfdc8l,399.27994791666663,Abdullah Ibrahim (Ode to Duke Ellington At Dukes Place),what really happened in the cornfields is that the birds made music all the day and so i let a song go out of my heart at dukes place,solo,train
169,Oscar Peterson,pijama/petersono-roseroom-unaccompanied-xxxx-dus9xe0v,129.08984375,Oscar Peterson (1951),rose room,solo,train
170,John Hicks,pijama/hicksj-aprileyes-unaccompanied-xxxx-ds5qqdme,474.1770833333333,John Hicks (Hicks Time),april eyes,solo,train
171,Keith Jarrett,pijama/jarrettk-pt-unaccompanied-xxxx-d91gqizj,539.4557291666666,Keith Jarrett (Paris  London Testament),pt,solo,train
172,Hank Jones,pijama/jonesh-theverythoughtofyou-unaccompanied-xxxx-se7iztbu,282.13932291666663,Hank Jones (Live At Maybeck Recital Hall Vol 16),the very thought of you,solo,train
173,Abdullah Ibrahim,pijama/ibrahima-impressionsonacaravan-unaccompanied-xxxx-grx9t17x,312.5,Abdullah Ibrahim (Ode to Duke Ellington At Dukes Place),impressions on a caravan,solo,train
174,Keith Jarrett,pijama/jarrettk-pt-unaccompanied-xxxx-28ioyw2c,392.5,Keith Jarrett (Paris  London Testament),pt,solo,train
175,Kenny Barron,pijama/barronk-thestarcrossedlovers-unaccompanied-xxxx-crc0z8sh,519.4596354166666,Kenny Barron (At The Piano),the starcrossed lovers,solo,train
176,Hank Jones,pijama/jonesh-inasentimentalmood-unaccompanied-xxxx-bbld813p,151.05208333333331,Hank Jones (SOLO 1976 A Tribute to Duke Ellington),in a sentimental mood,solo,train
177,Chick Corea,pijama/coreac-portrait1casablanca-unaccompanied-xxxx-9nlgnt1x,123.50911458333333,Chick Corea (Solo Piano   Portraits),portrait casablanca,solo,train
178,Keith Jarrett,pijama/jarrettk-pt-unaccompanied-xxxx-zeyo5k6v,520.76953125,Keith Jarrett (Paris  London Testament),pt,solo,train
179,Chick Corea,pijama/coreac-monksdreamlive-unaccompanied-xxxx-qy22htnj,241.29947916666666,Chick Corea (Solo Piano   Standards),monks dream,solo,train
180,Thelonious Monk,pijama/monkt-sweetandlovelytake2-unaccompanied-xxxx-66po2k5s,178.60546875,Thelonious Monk (Solo Monk),sweet and lovely,solo,train
181,Cedar Walton,pijama/waltonc-imoldfashionedliveat-unaccompanied-xxxx-xbtnftnw,231.57942708333331,Cedar Walton (The Maybeck Recital Series Vol 25),im old fashioned,solo,train
182,Oscar Peterson,pijama/petersono-yesterdayslive-unaccompanied-xxxx-rsono31s,217.88671875,Oscar Peterson (Solo),yesterdays,solo,train
183,Chick Corea,pijama/coreac-oneforoscar-unaccompanied-xxxx-kipwjg2q,377.5,Chick Corea (Oscar With Love   The Songs of Oscar Peterson),one for oscar,solo,train
184,Oscar Peterson,pijama/petersono-bluesoftheprairieslive-unaccompanied-xxxx-m7hcr51i,307.46875,Oscar Peterson (Solo),blues of the prairies,solo,train
185,Chick Corea,pijama/coreac-bagatelle3-unaccompanied-xxxx-2l01ylcv,57.40234375,Chick Corea (Solo Piano   Portraits),bagatelle,solo,train
186,Stanley Cowell,pijama/cowells-sendaisendoff-unaccompanied-xxxx-76hpa5yu,314.45963541666663,Stanley Cowell (Angel Eyes),sendai sendoff,solo,train
187,Oscar Peterson,pijama/petersono-basinstreetbluesremastered-unaccompanied-xxxx-uhpsq9ad,252.40885416666666,Oscar Peterson (Tracks Remastered),basin street blues,solo,train
188,Abdullah Ibrahim,pijama/ibrahima-shadowsleanagainstmysong-unaccompanied-xxxx-eq5blljb,109.38151041666666,Abdullah Ibrahim (The Song Is My Story),shadows lean against my song,solo,train
189,Chick Corea,pijama/coreac-childrenssongno-unaccompanied-xxxx-rq1lkctw,70.19921875,Chick Corea (Plays),childrens song,solo,train
190,Abdullah Ibrahim,pijama/ibrahima-tokai-unaccompanied-xxxx-wga7p380,39.859375,Abdullah Ibrahim (Solotude),tokai,solo,train
191,John Hicks,pijama/hicksj-jestalittle-unaccompanied-xxxx-ir1viryc,323.07291666666663,John Hicks (Hicks Time),jest a little,solo,train
192,Chick Corea,pijama/coreac-bluemonk-unaccompanied-xxxx-yqe31j0e,182.56901041666666,Chick Corea (Solo Piano   Portraits),blue monk,solo,train
193,Stanley Cowell,pijama/cowells-stellabystarlightliveat-unaccompanied-xxxx-opby69sj,238.27994791666666,Stanley Cowell (The Maybeck Recital Series Vol 5),stella by starlight,solo,train
194,Chick Corea,pijama/coreac-yesterdayslive-unaccompanied-xxxx-618bmc1d,469.2591145833333,Chick Corea (Solo Piano   Standards),yesterdays,solo,train
195,Cedar Walton,pijama/waltonc-ongreendolphinstreet-unaccompanied-xxxx-tbmtnafy,342.5,Cedar Walton (Underground Memoirs),green dolphin street,solo,train
196,Hank Jones,pijama/jonesh-handfulofkeysinstrumental-unaccompanied-xxxx-0bjb6dzz,145.609375,Hank Jones (Handful Of Keys),handful of keys,solo,train
197,Chick Corea,pijama/coreac-brazillive-unaccompanied-xxxx-qutasxb2,172.5,Chick Corea (Solo Piano   Standards),brazil,solo,train
198,John Hicks,pijama/hicksj-rhythmaningliveatmaybeckrecital-unaccompanied-xxxx-10j2irbu,217.23958333333331,John Hicks (The Maybeck Recital Series Vol 7),rhythmaning,solo,train
199,Chick Corea,pijama/coreac-childrenssongno-unaccompanied-xxxx-520nruha,103.22916666666666,Chick Corea (Plays),childrens song,solo,train
200,Teddy Wilson,pijama/wilsont-itaintnecessarilysobess-unaccompanied-xxxx-zs0p5ct4,346.29947916666663,Teddy Wilson (Alone),it aint necessarily so,solo,train
201,Keith Jarrett,pijama/jarrettk-osakanovember81976part1-unaccompanied-xxxx-pst1v2v5,2312.33984375,Keith Jarrett (Sun Bear Concerts),osaka november part,solo,train
202,John Hicks,pijama/hicksj-contemplationliveatmaybeckrecital-unaccompanied-xxxx-wlf9arwk,330.21875,John Hicks (The Maybeck Recital Series Vol 7),contemplation,solo,train
203,Kenny Drew,pijama/drewk-yesterdays-unaccompanied-xxxx-b6mlhk1w,332.5,Kenny Drew (SoloDuo),yesterdays,solo,train
204,Abdullah Ibrahim,pijama/ibrahima-triestemylove-unaccompanied-xxxx-hr0fn11z,76.02994791666666,Abdullah Ibrahim (Dream Time),trieste my love,solo,train
205,Geri Allen,pijama/alleng-nomoremr-unaccompanied-xxxx-ysf0flzi,512.5,Geri Allen (Home Grown),no more mr,solo,train
206,McCoy Tyner,pijama/tynerm-crescentalternatetake-unaccompanied-xxxx-nwtq9z6v,294.36197916666663,McCoy Tyner (Soliloquy),crescent,solo,train
207,Teddy Wilson,pijama/wilsont-sweetgeorgiabrown-unaccompanied-xxxx-yylqrky2,177.72916666666666,Teddy Wilson (Alone),sweet georgia brown,solo,train
208,Brad Mehldau,pijama/mehldaub-knivesout2live-unaccompanied-xxxx-i8aei0wi,438.40494791666663,Brad Mehldau (10 Years Solo Live),knives out,solo,train
209,Oscar Peterson,pijama/petersono-jadaremastered-unaccompanied-xxxx-u5t3bld1,252.859375,Oscar Peterson (Tracks Remastered),jada,solo,train
210,Chick Corea,pijama/coreac-oblivion-unaccompanied-xxxx-ories4o4,212.5,Chick Corea (Solo Piano   Portraits),oblivion,solo,train
211,Abdullah Ibrahim,pijama/ibrahima-mindiff-unaccompanied-xxxx-vz8amydg,189.5,Abdullah Ibrahim (Solotude),mindiff,solo,train
212,Keith Jarrett,pijama/jarrettk-answermelive-unaccompanied-xxxx-kodaodjh,268.21875,Keith Jarrett (Budapest Concert Live),answer me,solo,train
213,Brad Mehldau,pijama/mehldaub-waltzforj-unaccompanied-xxxx-dvecu0nj,363.58984375,Brad Mehldau (10 Years Solo Live),waltz for j,solo,train
214,Abdullah Ibrahim,pijama/ibrahima-sothoblue-unaccompanied-xxxx-x7081844,202.5,Abdullah Ibrahim (Solotude),sotho blue,solo,train
215,Tommy Flanagan,pijama/flanagant-conalma-unaccompanied-xxxx-2ci9xar3,183.56640625,Tommy Flanagan (Solo Piano),con alma,solo,train
216,Teddy Wilson,pijama/wilsont-teafortwo-unaccompanied-xxxx-ptbs1qzd,378.5390625,Teddy Wilson (Alone),tea for two,solo,train
217,Teddy Wilson,pijama/wilsont-loveisthesweetestthing-unaccompanied-xxxx-4dzbq63w,148.59895833333331,Teddy Wilson (Solo Piano  The Keystone Transriptions),love is the sweetest thing,solo,train
218,Brad Mehldau,pijama/mehldaub-fromthismomenton-unaccompanied-xxxx-beb5r5ix,284.4895833333333,Brad Mehldau (Marian McPartlands Piano Jazz with Brad Mehldau),from this moment on,solo,train
219,Stanley Cowell,pijama/cowells-calmasseyliveatmaybeck-unaccompanied-xxxx-o4fuy04f,243.72916666666666,Stanley Cowell (The Maybeck Recital Series Vol 5),cal massey,solo,train
220,Keith Jarrett,pijama/jarrettk-pt-unaccompanied-xxxx-578hnmz8,406.69921875,Keith Jarrett (Paris  London Testament),pt,solo,train
221,McCoy Tyner,pijama/tynerm-twilightmist-unaccompanied-xxxx-kz44ett4,313.33984375,McCoy Tyner (Soliloquy),twilight mist,solo,train
222,Chick Corea,pijama/coreac-portrait3eastonmaryland-unaccompanied-xxxx-gblqq2yw,142.08984375,Chick Corea (Solo Piano   Portraits),portrait easton maryland,solo,train
223,Chick Corea,pijama/coreac-howdeepistheocean-unaccompanied-xxxx-ykm77rge,487.9895833333333,Chick Corea (Solo Piano   Standards),how deep is the ocean,solo,train
224,Stanley Cowell,pijama/cowells-theladder-unaccompanied-xxxx-zls8p2lz,513.8997395833333,Stanley Cowell (Angel Eyes),the ladder,solo,train
225,Keith Jarrett,pijama/jarrettk-pt-unaccompanied-xxxx-jbo8985j,387.5,Keith Jarrett (Paris  London Testament),pt,solo,train
226,John Hicks,pijama/hicksj-heroesliveatmaybeckrecital-unaccompanied-xxxx-aoqid76s,327.5,John Hicks (The Maybeck Recital Series Vol 7),heroes,solo,train
227,Thelonious Monk,pijama/monkt-introspection-unaccompanied-xxxx-pyrd7nl6,130.68359375,Thelonious Monk (Solo Monk),introspection,solo,train
228,Abdullah Ibrahim,pijama/ibrahima-theballance-unaccompanied-xxxx-e4py4tph,186.81901041666666,Abdullah Ibrahim (Dream Time),the ballance,solo,train
229,Hank Jones,pijama/jonesh-honeysuckleroseinstrumental-unaccompanied-xxxx-y69v6wk4,286.04947916666663,Hank Jones (Handful Of Keys),honeysuckle rose,solo,train
230,John Hicks,pijama/hicksj-allofyourecordedlive-unaccompanied-xxxx-plrlx40u,117.5,John Hicks (I Remember You Recorded Live in Concert 2006),all of you,solo,train
231,Hank Jones,pijama/jonesh-itsthetalkofthetown-unaccompanied-xxxx-mzg8plos,227.0,Hank Jones (Live At Maybeck Recital Hall Vol 16),its the talk of the town,solo,train
232,Abdullah Ibrahim,pijama/ibrahima-marinska-unaccompanied-xxxx-iwcmzdqn,133.30338541666666,Abdullah Ibrahim (The Song Is My Story),marinska,solo,train
233,Oscar Peterson,pijama/petersono-heresthatrainydaylive-unaccompanied-xxxx-rvsbtjxg,358.7591145833333,Oscar Peterson (Solo),heres that rainy day,solo,train
234,Hank Jones,pijama/jonesh-aintmisbehavininstrumental-unaccompanied-xxxx-fb4neemt,207.20833333333331,Hank Jones (Handful Of Keys),aint misbehavin,solo,train
235,John Hicks,pijama/hicksj-twoheartbeats-unaccompanied-xxxx-logk50ji,323.3372395833333,John Hicks (Hicks Time),two heart beats,solo,train
236,John Hicks,pijama/hicksj-hearttoheart-unaccompanied-xxxx-ekeypw0j,278.2734375,John Hicks (Hicks Time),heart to heart,solo,train
237,Brad Mehldau,pijama/mehldaub-trailerparkghostlive-unaccompanied-xxxx-snfoc0rs,587.4791666666666,Brad Mehldau (Live in Marciac),trailer park ghost,solo,train
238,Abdullah Ibrahim,pijama/ibrahima-inasentimentalmood-unaccompanied-xxxx-zdbrf5jj,186.89973958333331,Abdullah Ibrahim (Senzo),in a sentimental mood,solo,train
239,Abdullah Ibrahim,pijama/ibrahima-intempo-unaccompanied-xxxx-4wqqwtha,307.51953125,Abdullah Ibrahim (Solotude),intempo,solo,train
240,Hank Jones,pijama/jonesh-icoverthewaterfrontlive-unaccompanied-xxxx-dh7e6eid,245.96875,Hank Jones (Live At Maybeck Recital Hall Vol 16),i cover the waterfront,solo,train
241,Gene Harris,pijama/harrisg-errollsthemeliveatmaybeck-unaccompanied-xxxx-n45fx58k,372.91276041666663,Gene Harris (The Maybeck Recital Series Vol 23),errolls theme,solo,train
242,Kenny Drew,pijama/drewk-whispernot-unaccompanied-xxxx-qgj9gtgh,242.5,Kenny Drew (SoloDuo),whisper not,solo,train
243,Thelonious Monk,pijama/monkt-everythinghappenstome-unaccompanied-xxxx-9d0ehdxx,337.3489583333333,Thelonious Monk (Thelonious Alone In San Francisco),everything happens to me,solo,train
244,Oscar Peterson,pijama/petersono-honeysuckleroseremastered-unaccompanied-xxxx-m87ah182,187.73958333333331,Oscar Peterson (Tracks Remastered),honeysuckle rose,solo,train
245,Brad Mehldau,pijama/mehldaub-someonetowatchoverme-unaccompanied-xxxx-kikphmjd,583.62890625,Brad Mehldau (Live in Tokyo),someone to watch over me,solo,train
246,Chick Corea,pijama/coreac-pannonica-unaccompanied-xxxx-2gs3u7dy,236.17057291666666,Chick Corea (Solo Piano   Portraits),pannonica,solo,train
247,Thelonious Monk,pijama/monkt-pannonica-unaccompanied-xxxx-4y1ud8i5,230.61979166666666,Thelonious Monk (Thelonious Alone In San Francisco),pannonica,solo,train
248,Cedar Walton,pijama/waltonc-conalma-unaccompanied-xxxx-zr4hfxgp,245.80989583333331,Cedar Walton (Underground Memoirs),con alma,solo,train
249,Chick Corea,pijama/coreac-portrait1eastonmaryland-unaccompanied-xxxx-o1fi4nic,121.01953125,Chick Corea (Solo Piano   Portraits),portrait easton maryland,solo,train
250,Brad Mehldau,pijama/mehldaub-fromthismomenton-unaccompanied-xxxx-3toxyf4v,457.36979166666663,Brad Mehldau (Live in Tokyo),from this moment on,solo,train
251,Abdullah Ibrahim,pijama/ibrahima-didyouhearthatsound-unaccompanied-xxxx-52eze45g,177.77994791666666,Abdullah Ibrahim (Dream Time),did you hear that sound,solo,train
252,Oscar Peterson,pijama/petersono-autumnleaveslive-unaccompanied-xxxx-5npn891m,256.51953125,Oscar Peterson (Solo),autumn leaves,solo,train
253,John Hicks,pijama/hicksj-afterthemorning-unaccompanied-xxxx-2s9f6ixq,388.0755208333333,John Hicks (Hicks Time),after the morning,solo,train
254,Junior Mance,pijama/mancej-sinceilostmybabyi-unaccompanied-xxxx-bkjuo8i5,379.08984375,Junior Mance (Junior Mance Special),since i lost my baby i almost lost my mind,solo,train
255,Abdullah Ibrahim,pijama/ibrahima-phambililookingahead-unaccompanied-xxxx-fhgeaazf,96.5546875,Abdullah Ibrahim (The Song Is My Story),phambili looking ahead,solo,train
256,Teddy Wilson,pijama/wilsont-nightandday-unaccompanied-xxxx-z9ximvet,143.64973958333331,Teddy Wilson (Solo Piano  The Keystone Transriptions),night and day,solo,train
257,Chick Corea,pijama/coreac-duskinsandi-unaccompanied-xxxx-fo473vkh,248.9296875,Chick Corea (Solo Piano   Portraits),dusk in sandi,solo,train
258,Brad Mehldau,pijama/mehldaub-medleyzingaroparis-unaccompanied-xxxx-3brqfs9u,636.2239583333333,Brad Mehldau (10 Years Solo Live),zingaro,solo,train
259,Chick Corea,pijama/coreac-childrenssong11-unaccompanied-xxxx-2poeq4tf,146.4296875,Chick Corea (Solo Piano   Portraits),childrens song,solo,train
260,Abdullah Ibrahim,pijama/ibrahima-nisa-unaccompanied-xxxx-edrre4aa,579.5,Abdullah Ibrahim (Dream Time),nisa,solo,train
261,Teddy Wilson,pijama/wilsont-thelittlethingsthatmeanso-unaccompanied-xxxx-uc6vekr7,146.98958333333331,Teddy Wilson (Solo Piano  The Keystone Transriptions),the little things that mean so much,solo,train
262,Stanley Cowell,pijama/cowells-eronel-unaccompanied-xxxx-snyc507p,388.4622395833333,Stanley Cowell (Angel Eyes),eronel,solo,train
263,Oscar Peterson,pijama/petersono-whocaniturntowhen-unaccompanied-xxxx-e8142d3a,286.6796875,Oscar Peterson (Solo),who can i turn to,solo,train
264,Abdullah Ibrahim,pijama/ibrahima-bluebolerosecondreprise-unaccompanied-xxxx-wp02vsqx,26.58984375,Abdullah Ibrahim (Solotude),blue bolero,solo,train
265,Teddy Wilson,pijama/wilsont-rhythmatics-unaccompanied-xxxx-qlj1dv52,136.26953125,Teddy Wilson (Solo Piano  The Keystone Transriptions),rhythmatics,solo,train
266,Ahmad Jamal,pijama/jamala-springishereyourstory-unaccompanied-xxxx-noxcnot0,299.58984375,Ahmad Jamal (Ballades),spring is here,solo,train
267,Tommy Flanagan,pijama/flanagant-stompinatthesavoy-unaccompanied-xxxx-tla8h92u,277.75,Tommy Flanagan (Solo Piano),stompin at the savoy,solo,train
268,Teddy Wilson,pijama/wilsont-youllbesorry-unaccompanied-xxxx-21gcwn16,169.25,Teddy Wilson (Solo Piano  The Keystone Transriptions),youll be sorry,solo,train
269,Hank Jones,pijama/jonesh-achildisbornlive-unaccompanied-xxxx-qjv6k184,277.51953125,Hank Jones (Live At Maybeck Recital Hall Vol 16),a child is born,solo,train
270,Hank Jones,pijama/jonesh-theverythoughtofyou-unaccompanied-xxxx-rw2ze0re,216.18489583333331,Hank Jones (SOLO 1976 A Tribute to Duke Ellington),the very thought of you,solo,train
271,Oscar Peterson,pijama/petersono-miragelive-unaccompanied-xxxx-qwb69d25,357.5,Oscar Peterson (Solo),mirage,solo,train
272,Thelonious Monk,pijama/monkt-reflections-unaccompanied-xxxx-rhdxlltf,306.2591145833333,Thelonious Monk (Thelonious Alone In San Francisco),reflections,solo,train
273,Chick Corea,pijama/coreac-portrait2vilnius-unaccompanied-xxxx-fdj016s3,82.5,Chick Corea (Solo Piano   Portraits),portrait vilnius,solo,train
274,Abdullah Ibrahim,pijama/ibrahima-capetowndistrictsix-unaccompanied-xxxx-cqyuv0ay,219.6640625,Abdullah Ibrahim (Dream Time),capetown district six,solo,train
275,Ahmad Jamal,pijama/jamala-poinciana-unaccompanied-xxxx-qtueqsi8,262.7434895833333,Ahmad Jamal (Ballades),poinciana,solo,train
276,John Hicks,pijama/hicksj-bluesformaybeckrecitalhall-unaccompanied-xxxx-fueyhph1,278.2890625,John Hicks (The Maybeck Recital Series Vol 7),blues for maybeck recital hall,solo,train
277,Gene Harris,pijama/harrisg-bluesforrhondaliveat-unaccompanied-xxxx-imvllmaq,352.5,Gene Harris (The Maybeck Recital Series Vol 23),blues for rhonda,solo,train
278,Ahmad Jamal,pijama/jamala-whatsnew-unaccompanied-xxxx-85rfsefo,292.52994791666663,Ahmad Jamal (Ballades),whats new,solo,train
279,Hank Jones,pijama/jonesh-roundmidnightliveatmaybeck-unaccompanied-xxxx-l051a2wq,306.40885416666663,Hank Jones (Live At Maybeck Recital Hall Vol 16),round midnight,solo,train
280,Gene Harris,pijama/harrisg-intheweesmallhoursof-unaccompanied-xxxx-e73aal2u,299.37890625,Gene Harris (The Maybeck Recital Series Vol 23),in the wee small hours of the morning,solo,train
281,Kenny Barron,pijama/barronk-skylarkliveatmaybeckrecital-unaccompanied-xxxx-iwyp53es,508.5,Kenny Barron (Live At Maybeck Recital Hall Volume 10),skylark,solo,train
282,Kenny Barron,pijama/barronk-darnthatdream-unaccompanied-xxxx-0r0k2n95,554.2591145833333,Kenny Barron (Golden Lotus),darn that dream,solo,train
283,Chick Corea,pijama/coreac-itcouldhappentoyou-unaccompanied-xxxx-fu456e11,266.9309895833333,Chick Corea (Solo Piano   Standards),it could happen to you,solo,train
284,Chick Corea,pijama/coreac-someonetowatchoverme-unaccompanied-xxxx-i61luj9d,452.609375,Chick Corea (Plays),someone to watch over me,solo,train
285,Oscar Peterson,pijama/petersono-whispering-unaccompanied-xxxx-4atrlyuw,107.87890625,Oscar Peterson (1951),whispering,solo,train
286,Chick Corea,pijama/coreac-pannonicaliveinberlin-unaccompanied-xxxx-au9vrwnq,253.59895833333331,Chick Corea (Plays),pannonica,solo,train
287,Kenny Barron,pijama/barronk-springishereliveat-unaccompanied-xxxx-s4d5mt6i,648.4895833333333,Kenny Barron (Live At Maybeck Recital Hall Volume 10),spring is here,solo,train
