,pianist,track,duration,album,composition,setting,split
161,Chick Corea,pijama/coreac-portrait1casablanca-unaccompanied-xxxx-9nlgnt1x,123.50911458333333,Chick Corea (Solo Piano   Portraits),portrait casablanca,solo,train
162,Keith Jarrett,pijama/jarrettk-pt-unaccompanied-xxxx-zeyo5k6v,520.76953125,Keith Jarrett (Paris  London Testament),pt,solo,train
163,Chick Corea,pijama/coreac-monksdreamlive-unaccompanied-xxxx-qy22htnj,241.29947916666666,Chick Corea (Solo Piano   Standards),monks dream,solo,train
164,Oscar Peterson,pijama/petersono-imforeverblowingbubbles-unaccompanied-xxxx-omlhxhye,138.01953125,Oscar Peterson (1951),im forever blowing bubbles,solo,train
165,Thelonious Monk,pijama/monkt-sweetandlovelytake2-unaccompanied-xxxx-66po2k5s,178.60546875,Thelonious Monk (Solo Monk),sweet and lovely,solo,train
166,Cedar Walton,pijama/waltonc-imoldfashionedliveat-unaccompanied-xxxx-xbtnftnw,231.57942708333331,Cedar Walton (The Maybeck Recital Series Vol 25),im old fashioned,solo,train
167,Junior Mance,pijama/mancej-ifyoucouldseemenow-unaccompanied-xxxx-352ea11y,228.35546875,Junior Mance (Junior Mance Special),if you could see me now,solo,train
168,Junior Mance,pijama/mancej-flatonyourback-unaccompanied-xxxx-1x9i1tfu,309.9895833333333,Junior Mance (Junior Mance Special),flat on your back,solo,train
169,Oscar Peterson,pijama/petersono-yesterdayslive-unaccompanied-xxxx-rsono31s,217.88671875,Oscar Peterson (Solo),yesterdays,solo,train
170,Chick Corea,pijama/coreac-oneforoscar-unaccompanied-xxxx-kipwjg2q,377.5,Chick Corea (Oscar With Love   The Songs of Oscar Peterson),one for oscar,solo,train
171,Oscar Peterson,pijama/petersono-bluesoftheprairieslive-unaccompanied-xxxx-m7hcr51i,307.46875,Oscar Peterson (Solo),blues of the prairies,solo,train
172,Hank Jones,pijama/jonesh-ohwhatabeautifulmornin-unaccompanied-xxxx-r1cuv5hw,304.20963541666663,Hank Jones (Live At Maybeck Recital Hall Vol 16),oh what a beautiful mornin,solo,train
173,Chick Corea,pijama/coreac-bagatelle3-unaccompanied-xxxx-2l01ylcv,57.40234375,Chick Corea (Solo Piano   Portraits),bagatelle,solo,train
174,Stanley Cowell,pijama/cowells-sendaisendoff-unaccompanied-xxxx-76hpa5yu,314.45963541666663,Stanley Cowell (Angel Eyes),sendai sendoff,solo,train
175,Brad Mehldau,pijama/mehldaub-xii-unaccompanied-xxxx-1bpr6pwr,186.25,Brad Mehldau (Suite   April 2020),xii,solo,train
176,Abdullah Ibrahim,pijama/ibrahima-solitude-unaccompanied-xxxx-24kr62kh,262.43229166666663,Abdullah Ibrahim (Ode to Duke Ellington At Dukes Place),solitude,solo,train
177,Chick Corea,pijama/coreac-scriabinpreludeop-unaccompanied-xxxx-dw69oa5m,299.90885416666663,Chick Corea (Plays),scriabin prelude op,solo,train
178,Chick Corea,pijama/coreac-childrenssongno-unaccompanied-xxxx-rq1lkctw,70.19921875,Chick Corea (Plays),childrens song,solo,train
179,Abdullah Ibrahim,pijama/ibrahima-tokai-unaccompanied-xxxx-wga7p380,39.859375,Abdullah Ibrahim (Solotude),tokai,solo,train
180,John Hicks,pijama/hicksj-jestalittle-unaccompanied-xxxx-ir1viryc,323.07291666666663,John Hicks (Hicks Time),jest a little,solo,train
181,Hank Jones,pijama/jonesh-spreadinrhythmaroundinstrumental-unaccompanied-xxxx-kq2w7i0s,156.97916666666666,Hank Jones (Handful Of Keys),spreadin rhythm around,solo,train
182,Abdullah Ibrahim,pijama/ibrahima-banyanachildrenofafrica-unaccompanied-xxxx-4jvdr974,56.479166666666664,Abdullah Ibrahim (Senzo),banyana children of africa,solo,train
183,Thelonious Monk,pijama/monkt-remember-unaccompanied-xxxx-a8efyzy2,161.51953125,Thelonious Monk (Thelonious Alone In San Francisco),remember,solo,train
184,Chick Corea,pijama/coreac-bluemonk-unaccompanied-xxxx-yqe31j0e,182.56901041666666,Chick Corea (Solo Piano   Portraits),blue monk,solo,train
185,Stanley Cowell,pijama/cowells-stellabystarlightliveat-unaccompanied-xxxx-opby69sj,238.27994791666666,Stanley Cowell (The Maybeck Recital Series Vol 5),stella by starlight,solo,train
186,Chick Corea,pijama/coreac-yesterdayslive-unaccompanied-xxxx-618bmc1d,469.2591145833333,Chick Corea (Solo Piano   Standards),yesterdays,solo,train
187,Cedar Walton,pijama/waltonc-ongreendolphinstreet-unaccompanied-xxxx-tbmtnafy,342.5,Cedar Walton (Underground Memoirs),green dolphin street,solo,train
188,Hank Jones,pijama/jonesh-handfulofkeysinstrumental-unaccompanied-xxxx-0bjb6dzz,145.609375,Hank Jones (Handful Of Keys),handful of keys,solo,train
189,Chick Corea,pijama/coreac-brazillive-unaccompanied-xxxx-qutasxb2,172.5,Chick Corea (Solo Piano   Standards),brazil,solo,train
190,Chick Corea,pijama/coreac-childrenssongno-unaccompanied-xxxx-520nruha,103.22916666666666,Chick Corea (Plays),childrens song,solo,train
191,Oscar Peterson,pijama/petersono-penniesfromheaven-unaccompanied-xxxx-iithecsk,159.52994791666666,Oscar Peterson (1951),pennies from heaven,solo,train
192,Teddy Wilson,pijama/wilsont-itaintnecessarilysobess-unaccompanied-xxxx-zs0p5ct4,346.29947916666663,Teddy Wilson (Alone),it aint necessarily so,solo,train
193,Abdullah Ibrahim,pijama/ibrahima-forcoltrane-unaccompanied-xxxx-esbwjxxi,309.9895833333333,Abdullah Ibrahim (Senzo),for coltrane,solo,train
194,John Hicks,pijama/hicksj-contemplationliveatmaybeckrecital-unaccompanied-xxxx-wlf9arwk,330.21875,John Hicks (The Maybeck Recital Series Vol 7),contemplation,solo,train
195,Hank Jones,pijama/jonesh-ohlookatmenow-unaccompanied-xxxx-o19ldfme,192.26953125,Hank Jones (SOLO 1976 A Tribute to Duke Ellington),oh look at me now,solo,train
196,Kenny Drew,pijama/drewk-yesterdays-unaccompanied-xxxx-b6mlhk1w,332.5,Kenny Drew (SoloDuo),yesterdays,solo,train
197,Abdullah Ibrahim,pijama/ibrahima-triestemylove-unaccompanied-xxxx-hr0fn11z,76.02994791666666,Abdullah Ibrahim (Dream Time),trieste my love,solo,train
198,Geri Allen,pijama/alleng-nomoremr-unaccompanied-xxxx-ysf0flzi,512.5,Geri Allen (Home Grown),no more mr,solo,train
199,Teddy Wilson,pijama/wilsont-moonglow-unaccompanied-xxxx-qia4tsgg,189.70963541666666,Teddy Wilson (Marian McPartlands Piano Jazz Radio Broadcast),moonglow,solo,train
200,McCoy Tyner,pijama/tynerm-crescentalternatetake-unaccompanied-xxxx-nwtq9z6v,294.36197916666663,McCoy Tyner (Soliloquy),crescent,solo,train
201,Teddy Wilson,pijama/wilsont-sweetgeorgiabrown-unaccompanied-xxxx-yylqrky2,177.72916666666666,Teddy Wilson (Alone),sweet georgia brown,solo,train
202,Brad Mehldau,pijama/mehldaub-knivesout2live-unaccompanied-xxxx-i8aei0wi,438.40494791666663,Brad Mehldau (10 Years Solo Live),knives out,solo,train
203,Oscar Peterson,pijama/petersono-jadaremastered-unaccompanied-xxxx-u5t3bld1,252.859375,Oscar Peterson (Tracks Remastered),jada,solo,train
204,Chick Corea,pijama/coreac-oblivion-unaccompanied-xxxx-ories4o4,212.5,Chick Corea (Solo Piano   Portraits),oblivion,solo,train
205,Abdullah Ibrahim,pijama/ibrahima-mindiff-unaccompanied-xxxx-vz8amydg,189.5,Abdullah Ibrahim (Solotude),mindiff,solo,train
206,Keith Jarrett,pijama/jarrettk-answermelive-unaccompanied-xxxx-kodaodjh,268.21875,Keith Jarrett (Budapest Concert Live),answer me,solo,train
207,Hank Jones,pijama/jonesh-memoriesofyouliveat-unaccompanied-xxxx-fvr90li2,248.43880208333331,Hank Jones (Live At Maybeck Recital Hall Vol 16),memories of you,solo,train
208,Brad Mehldau,pijama/mehldaub-waltzforj-unaccompanied-xxxx-dvecu0nj,363.58984375,Brad Mehldau (10 Years Solo Live),waltz for j,solo,train
209,Teddy Wilson,pijama/wilsont-butnotforme-unaccompanied-xxxx-eyurem36,167.31901041666666,Teddy Wilson (Alone),but not for me,solo,train
210,Abdullah Ibrahim,pijama/ibrahima-sothoblue-unaccompanied-xxxx-x7081844,202.5,Abdullah Ibrahim (Solotude),sotho blue,solo,train
211,Tommy Flanagan,pijama/flanagant-conalma-unaccompanied-xxxx-2ci9xar3,183.56640625,Tommy Flanagan (Solo Piano),con alma,solo,train
212,Teddy Wilson,pijama/wilsont-loveisthesweetestthing-unaccompanied-xxxx-4dzbq63w,148.59895833333331,Teddy Wilson (Solo Piano  The Keystone Transriptions),love is the sweetest thing,solo,train
213,Brad Mehldau,pijama/mehldaub-fromthismomenton-unaccompanied-xxxx-beb5r5ix,284.4895833333333,Brad Mehldau (Marian McPartlands Piano Jazz with Brad Mehldau),from this moment on,solo,train
214,Stanley Cowell,pijama/cowells-calmasseyliveatmaybeck-unaccompanied-xxxx-o4fuy04f,243.72916666666666,Stanley Cowell (The Maybeck Recital Series Vol 5),cal massey,solo,train
215,Keith Jarrett,pijama/jarrettk-pt-unaccompanied-xxxx-578hnmz8,406.69921875,Keith Jarrett (Paris  London Testament),pt,solo,train
216,McCoy Tyner,pijama/tynerm-twilightmist-unaccompanied-xxxx-kz44ett4,313.33984375,McCoy Tyner (Soliloquy),twilight mist,solo,train
217,Chick Corea,pijama/coreac-portrait3eastonmaryland-unaccompanied-xxxx-gblqq2yw,142.08984375,Chick Corea (Solo Piano   Portraits),portrait easton maryland,solo,train
218,Chick Corea,pijama/coreac-howdeepistheocean-unaccompanied-xxxx-ykm77rge,487.9895833333333,Chick Corea (Solo Piano   Standards),how deep is the ocean,solo,train
219,Stanley Cowell,pijama/cowells-theladder-unaccompanied-xxxx-zls8p2lz,513.8997395833333,Stanley Cowell (Angel Eyes),the ladder,solo,train
220,Keith Jarrett,pijama/jarrettk-pt-unaccompanied-xxxx-jbo8985j,387.5,Keith Jarrett (Paris  London Testament),pt,solo,train
221,John Hicks,pijama/hicksj-heroesliveatmaybeckrecital-unaccompanied-xxxx-aoqid76s,327.5,John Hicks (The Maybeck Recital Series Vol 7),heroes,solo,train
222,Brad Mehldau,pijama/mehldaub-whenifallinlove-unaccompanied-xxxx-u2x3mq76,273.7890625,Brad Mehldau (Marian McPartlands Piano Jazz with Brad Mehldau),when i fall in love,solo,train
223,Abdullah Ibrahim,pijama/ibrahima-spiralmist-unaccompanied-xxxx-h8v9c3uz,139.64973958333331,Abdullah Ibrahim (The Song Is My Story),spiral mist,solo,train
224,Abdullah Ibrahim,pijama/ibrahima-theballance-unaccompanied-xxxx-e4py4tph,186.81901041666666,Abdullah Ibrahim (Dream Time),the ballance,solo,train
225,Hank Jones,pijama/jonesh-honeysuckleroseinstrumental-unaccompanied-xxxx-y69v6wk4,286.04947916666663,Hank Jones (Handful Of Keys),honeysuckle rose,solo,train
226,John Hicks,pijama/hicksj-allofyourecordedlive-unaccompanied-xxxx-plrlx40u,117.5,John Hicks (I Remember You Recorded Live in Concert 2006),all of you,solo,train
227,Abdullah Ibrahim,pijama/ibrahima-marinska-unaccompanied-xxxx-iwcmzdqn,133.30338541666666,Abdullah Ibrahim (The Song Is My Story),marinska,solo,train
228,Hank Jones,pijama/jonesh-aintmisbehavininstrumental-unaccompanied-xxxx-fb4neemt,207.20833333333331,Hank Jones (Handful Of Keys),aint misbehavin,solo,train
229,John Hicks,pijama/hicksj-twoheartbeats-unaccompanied-xxxx-logk50ji,323.3372395833333,John Hicks (Hicks Time),two heart beats,solo,train
230,John Hicks,pijama/hicksj-hearttoheart-unaccompanied-xxxx-ekeypw0j,278.2734375,John Hicks (Hicks Time),heart to heart,solo,train
231,Teddy Wilson,pijama/wilsont-chinatownmychinatown-unaccompanied-xxxx-s8zj0e0i,159.58984375,Teddy Wilson (Solo Piano  The Keystone Transriptions),chinatown my chinatown,solo,train
232,Abdullah Ibrahim,pijama/ibrahima-intempo-unaccompanied-xxxx-4wqqwtha,307.51953125,Abdullah Ibrahim (Solotude),intempo,solo,train
233,Hank Jones,pijama/jonesh-icoverthewaterfrontlive-unaccompanied-xxxx-dh7e6eid,245.96875,Hank Jones (Live At Maybeck Recital Hall Vol 16),i cover the waterfront,solo,train
234,Kenny Drew,pijama/drewk-whispernot-unaccompanied-xxxx-qgj9gtgh,242.5,Kenny Drew (SoloDuo),whisper not,solo,train
235,Thelonious Monk,pijama/monkt-everythinghappenstome-unaccompanied-xxxx-9d0ehdxx,337.3489583333333,Thelonious Monk (Thelonious Alone In San Francisco),everything happens to me,solo,train
236,Oscar Peterson,pijama/petersono-honeysuckleroseremastered-unaccompanied-xxxx-m87ah182,187.73958333333331,Oscar Peterson (Tracks Remastered),honeysuckle rose,solo,train
237,Brad Mehldau,pijama/mehldaub-someonetowatchoverme-unaccompanied-xxxx-kikphmjd,583.62890625,Brad Mehldau (Live in Tokyo),someone to watch over me,solo,train
238,Chick Corea,pijama/coreac-pannonica-unaccompanied-xxxx-2gs3u7dy,236.17057291666666,Chick Corea (Solo Piano   Portraits),pannonica,solo,train
239,Thelonious Monk,pijama/monkt-pannonica-unaccompanied-xxxx-4y1ud8i5,230.61979166666666,Thelonious Monk (Thelonious Alone In San Francisco),pannonica,solo,train
240,Cedar Walton,pijama/waltonc-conalma-unaccompanied-xxxx-zr4hfxgp,245.80989583333331,Cedar Walton (Underground Memoirs),con alma,solo,train
241,Chick Corea,pijama/coreac-portrait1eastonmaryland-unaccompanied-xxxx-o1fi4nic,121.01953125,Chick Corea (Solo Piano   Portraits),portrait easton maryland,solo,train
242,Brad Mehldau,pijama/mehldaub-fromthismomenton-unaccompanied-xxxx-3toxyf4v,457.36979166666663,Brad Mehldau (Live in Tokyo),from this moment on,solo,train
243,Abdullah Ibrahim,pijama/ibrahima-didyouhearthatsound-unaccompanied-xxxx-52eze45g,177.77994791666666,Abdullah Ibrahim (Dream Time),did you hear that sound,solo,train
244,Oscar Peterson,pijama/petersono-autumnleaveslive-unaccompanied-xxxx-5npn891m,256.51953125,Oscar Peterson (Solo),autumn leaves,solo,train
245,John Hicks,pijama/hicksj-irememberyourecordedlive-unaccompanied-xxxx-axvzxl5c,659.83984375,John Hicks (I Remember You Recorded Live in Concert 2006),i remember you,solo,train
246,Junior Mance,pijama/mancej-sinceilostmybabyi-unaccompanied-xxxx-bkjuo8i5,379.08984375,Junior Mance (Junior Mance Special),since i lost my baby i almost lost my mind,solo,train
247,Abdullah Ibrahim,pijama/ibrahima-district6reprise-unaccompanied-xxxx-08p1ryzy,19.5,Abdullah Ibrahim (Solotude),district,solo,train
248,Abdullah Ibrahim,pijama/ibrahima-phambililookingahead-unaccompanied-xxxx-fhgeaazf,96.5546875,Abdullah Ibrahim (The Song Is My Story),phambili looking ahead,solo,train
249,Brad Mehldau,pijama/mehldaub-unrequitedlive-unaccompanied-xxxx-z93zvhdy,477.2734375,Brad Mehldau (Live in Marciac),unrequited,solo,train
250,Teddy Wilson,pijama/wilsont-nightandday-unaccompanied-xxxx-z9ximvet,143.64973958333331,Teddy Wilson (Solo Piano  The Keystone Transriptions),night and day,solo,train
251,Chick Corea,pijama/coreac-duskinsandi-unaccompanied-xxxx-fo473vkh,248.9296875,Chick Corea (Solo Piano   Portraits),dusk in sandi,solo,train
252,Brad Mehldau,pijama/mehldaub-medleyzingaroparis-unaccompanied-xxxx-3brqfs9u,636.2239583333333,Brad Mehldau (10 Years Solo Live),zingaro,solo,train
253,Chick Corea,pijama/coreac-childrenssong11-unaccompanied-xxxx-2poeq4tf,146.4296875,Chick Corea (Solo Piano   Portraits),childrens song,solo,train
254,Abdullah Ibrahim,pijama/ibrahima-nisa-unaccompanied-xxxx-edrre4aa,579.5,Abdullah Ibrahim (Dream Time),nisa,solo,train
255,Teddy Wilson,pijama/wilsont-thelittlethingsthatmeanso-unaccompanied-xxxx-uc6vekr7,146.98958333333331,Teddy Wilson (Solo Piano  The Keystone Transriptions),the little things that mean so much,solo,train
256,Stanley Cowell,pijama/cowells-eronel-unaccompanied-xxxx-snyc507p,388.4622395833333,Stanley Cowell (Angel Eyes),eronel,solo,train
257,Oscar Peterson,pijama/petersono-whocaniturntowhen-unaccompanied-xxxx-e8142d3a,286.6796875,Oscar Peterson (Solo),who can i turn to,solo,train
258,Abdullah Ibrahim,pijama/ibrahima-bluebolerosecondreprise-unaccompanied-xxxx-wp02vsqx,26.58984375,Abdullah Ibrahim (Solotude),blue bolero,solo,train
259,Teddy Wilson,pijama/wilsont-rhythmatics-unaccompanied-xxxx-qlj1dv52,136.26953125,Teddy Wilson (Solo Piano  The Keystone Transriptions),rhythmatics,solo,train
260,Ahmad Jamal,pijama/jamala-springishereyourstory-unaccompanied-xxxx-noxcnot0,299.58984375,Ahmad Jamal (Ballades),spring is here,solo,train
261,Tommy Flanagan,pijama/flanagant-stompinatthesavoy-unaccompanied-xxxx-tla8h92u,277.75,Tommy Flanagan (Solo Piano),stompin at the savoy,solo,train
262,Teddy Wilson,pijama/wilsont-youllbesorry-unaccompanied-xxxx-21gcwn16,169.25,Teddy Wilson (Solo Piano  The Keystone Transriptions),youll be sorry,solo,train
263,Hank Jones,pijama/jonesh-achildisbornlive-unaccompanied-xxxx-qjv6k184,277.51953125,Hank Jones (Live At Maybeck Recital Hall Vol 16),a child is born,solo,train
264,Hank Jones,pijama/jonesh-theverythoughtofyou-unaccompanied-xxxx-rw2ze0re,216.18489583333331,Hank Jones (SOLO 1976 A Tribute to Duke Ellington),the very thought of you,solo,train
265,Thelonious Monk,pijama/monkt-reflections-unaccompanied-xxxx-rhdxlltf,306.2591145833333,Thelonious Monk (Thelonious Alone In San Francisco),reflections,solo,train
266,Chick Corea,pijama/coreac-portrait2vilnius-unaccompanied-xxxx-fdj016s3,82.5,Chick Corea (Solo Piano   Portraits),portrait vilnius,solo,train
267,Abdullah Ibrahim,pijama/ibrahima-capetowndistrictsix-unaccompanied-xxxx-cqyuv0ay,219.6640625,Abdullah Ibrahim (Dream Time),capetown district six,solo,train
268,John Hicks,pijama/hicksj-bluesformaybeckrecitalhall-unaccompanied-xxxx-fueyhph1,278.2890625,John Hicks (The Maybeck Recital Series Vol 7),blues for maybeck recital hall,solo,train
269,Gene Harris,pijama/harrisg-bluesforrhondaliveat-unaccompanied-xxxx-imvllmaq,352.5,Gene Harris (The Maybeck Recital Series Vol 23),blues for rhonda,solo,train
270,Ahmad Jamal,pijama/jamala-whatsnew-unaccompanied-xxxx-85rfsefo,292.52994791666663,Ahmad Jamal (Ballades),whats new,solo,train
271,Hank Jones,pijama/jonesh-roundmidnightliveatmaybeck-unaccompanied-xxxx-l051a2wq,306.40885416666663,Hank Jones (Live At Maybeck Recital Hall Vol 16),round midnight,solo,train
272,Gene Harris,pijama/harrisg-intheweesmallhoursof-unaccompanied-xxxx-e73aal2u,299.37890625,Gene Harris (The Maybeck Recital Series Vol 23),in the wee small hours of the morning,solo,train
273,Geri Allen,pijama/alleng-yourpureselfmothertoson-unaccompanied-xxxx-s8vhuovi,302.5,Geri Allen (Flying Toward the Sound A Solo Piano Excursion Inspired by Cecil Taylor Mccoy Tyner and Herbie Hancock),your pure self mother to son,solo,train
274,Kenny Barron,pijama/barronk-skylarkliveatmaybeckrecital-unaccompanied-xxxx-iwyp53es,508.5,Kenny Barron (Live At Maybeck Recital Hall Volume 10),skylark,solo,train
275,Kenny Barron,pijama/barronk-darnthatdream-unaccompanied-xxxx-0r0k2n95,554.2591145833333,Kenny Barron (Golden Lotus),darn that dream,solo,train
276,Chick Corea,pijama/coreac-itcouldhappentoyou-unaccompanied-xxxx-fu456e11,266.9309895833333,Chick Corea (Solo Piano   Standards),it could happen to you,solo,train
277,Chick Corea,pijama/coreac-someonetowatchoverme-unaccompanied-xxxx-i61luj9d,452.609375,Chick Corea (Plays),someone to watch over me,solo,train
278,Oscar Peterson,pijama/petersono-whispering-unaccompanied-xxxx-4atrlyuw,107.87890625,Oscar Peterson (1951),whispering,solo,train
279,Chick Corea,pijama/coreac-pannonicaliveinberlin-unaccompanied-xxxx-au9vrwnq,253.59895833333331,Chick Corea (Plays),pannonica,solo,train
280,Kenny Barron,pijama/barronk-springishereliveat-unaccompanied-xxxx-s4d5mt6i,648.4895833333333,Kenny Barron (Live At Maybeck Recital Hall Volume 10),spring is here,solo,train
281,Brad Mehldau,pijama/mehldaub-blackbirdlive-unaccompanied-xxxx-wf4yk8ao,373.01953125,Brad Mehldau (10 Years Solo Live),blackbird,solo,train
282,Hank Jones,pijama/jonesh-howyababyinstrumental-unaccompanied-xxxx-cy8l0pr2,184.89973958333331,Hank Jones (Handful Of Keys),how ya baby,solo,train
283,Hank Jones,pijama/jonesh-whatisthisthingcalledlove-unaccompanied-xxxx-orjufhu8,214.21875,Hank Jones (Live At Maybeck Recital Hall Vol 16),what is this thing called love,solo,train
284,Chick Corea,pijama/coreac-childrenssong1-unaccompanied-xxxx-3g91g5qr,102.88932291666666,Chick Corea (Solo Piano   Portraits),childrens song,solo,train
285,Oscar Peterson,pijama/petersono-hogtownblueslive-unaccompanied-xxxx-piez7842,320.8489583333333,Oscar Peterson (Solo),hogtown blues,solo,train
286,Chick Corea,pijama/coreac-bluemonklive-unaccompanied-xxxx-mly4zd7n,268.69921875,Chick Corea (Solo Piano   Standards),blue monk,solo,train
287,Brad Mehldau,pijama/mehldaub-losangelesiilive-unaccompanied-xxxx-c2ep9lxo,316.7395833333333,Brad Mehldau (10 Years Solo Live),los angeles ii,solo,train
288,Junior Mance,pijama/mancej-bluemonk-unaccompanied-xxxx-oyyh2vqv,409.77994791666663,Junior Mance (Junior Mance Special),blue monk,solo,train
